name,CMC,Type,Color,Set,Collector Number,Rarity,Color Category,status,Finish,maybeboard,image URL,image Back URL,tags,Notes,MTGO ID
"Goblin Matron",3,"Creature - Goblin",R,"usg","191",common,r,Not Owned,,true,,,"","",11957
"Avalanche Riders",4,"Creature - Human Nomad",R,"ulg","74",uncommon,r,Not Owned,,true,,,"","",12477
"Bonehoard Dracosaur",5,"Creature - Dinosaur Dragon",R,"lci","134",mythic,r,Not Owned,,true,,,"","",118080
"Dockside Extortionist",2,"Creature - Goblin Pirate",R,"c19","24",rare,r,Not Owned,,true,,,"","",77102
"Silverback Elder",5,"Creature - Ape Shaman",G,"dmu","177",mythic,g,Not Owned,,true,,,"","",102830
"Oracle of Mul Daya",4,"Creature - Elf Shaman",G,"zen","172",rare,g,Not Owned,,true,,,"","",34542
"Acidic Slime",5,"Creature - Ooze",G,"m10","165",uncommon,g,Not Owned,,true,,,"","",32723
"Azusa, Lost but Seeking",3,"Legendary Creature - Human Monk",G,"chk","201",rare,g,Not Owned,,true,,,"maybeout","",21535
"Wrenn and Realmbreaker",3,"Legendary Planeswalker - Wrenn",G,"mom","217",mythic,g,Not Owned,,true,,,"maybeout","",110322
"Tarmogoyf Nest",3,"Kindred Enchantment - Lhurgoyf Aura",G,"m3c","120",rare,g,Not Owned,,true,,,"maybeout","",127439
"Tezzeret, Master of the Bridge",6,"Legendary Planeswalker - Tezzeret",BU,"war","275",mythic,m,Not Owned,,true,,,"","",72192
"Wight of the Reliquary",2,"Creature - Zombie Knight",BG,"mh3","207",rare,m,Not Owned,,true,,,"maybeout","",126433
"The Scarab God",5,"Legendary Creature - God",BU,"hou","145",mythic,m,Not Owned,,true,,,"","",64774
"Geist of Saint Traft",3,"Legendary Creature - Spirit Cleric",UW,"isd","213",mythic,m,Not Owned,,true,,,"maybeout","",42824
"Aura Shards",3,"Enchantment",GW,"cmd","182",uncommon,m,Not Owned,,true,,,"maybeout","",40576
"Grand Arbiter Augustin IV",4,"Legendary Creature - Human Advisor",UW,"dis","112",rare,m,Not Owned,,true,,,"maybeout","",24157
"Notion Thief",4,"Creature - Human Rogue",BU,"dgm","88",rare,m,Not Owned,,true,,,"","",48332
"Nettlecyst",3,"Artifact - Equipment",,"mh2","231",rare,c,Not Owned,,true,,,"","",90843
"Timeless Lotus",5,"Legendary Artifact",BGRUW,"dmu","239",mythic,m,Not Owned,,true,,,"maybeout","",102954
"Currency Converter",1,"Artifact",,"ncc","81",rare,c,Owned,,true,,,"","",
"Forbidden Orchard",0,"Land",,"chk","276",rare,l,Owned,,true,,,"","",21437
"Molten Collapse",2,"Sorcery",BR,"lci","234",rare,m,Owned,,true,,,"","",118308
"Carnage Interpreter",3,"Creature - Devil Detective",BR,"clu","26",rare,m,Owned,,true,,,"","",123360
"Leyline of the Guildpact",4,"Enchantment",BGRUW,"mkm","217",rare,m,Owned,,true,,,"","",121908
"Tidehollow Sculler",2,"Artifact Creature - Zombie",BW,"ala","202",uncommon,m,Owned,,true,,,"","",31125
"The Gitrog, Ravenous Ride",5,"Legendary Creature - Frog Horror Mount",BG,"otj","206",mythic,m,Owned,,true,,,"","",124323
"Otharri, Suns' Glory",5,"Legendary Creature - Phoenix",RW,"onc","3",mythic,m,Owned,,true,,,"","",
"Chulane, Teller of Tales",5,"Legendary Creature - Human Druid",GUW,"eld","326",mythic,m,Owned,,true,,,"","",78712
"Pattern of Rebirth",4,"Enchantment - Aura",G,"uds","115",rare,g,Owned,,true,,,"","",12907
"Dryad of the Ilysian Grove",3,"Enchantment Creature - Nymph Dryad",G,"thb","169",rare,g,Owned,,true,,,"","",79462
"Ohran Frostfang",5,"Snow Creature - Snake",G,"c19","33",rare,g,Owned,,true,,,"","",77120
"Woodfall Primus",8,"Creature - Treefolk Shaman",G,"shm","135",rare,g,Owned,,true,,,"","",29589
"Hornet Queen",7,"Creature - Insect",G,"cmd","159",rare,g,Owned,,true,,,"","",40660
"Tangle",2,"Instant",G,"inv","213",uncommon,g,Owned,,true,,,"","",14557
"Ruination",4,"Sorcery",R,"sth","95",rare,r,Owned,,true,,,"","",10353
"Goblin Sharpshooter",3,"Creature - Goblin",R,"ons","207",rare,r,Owned,,true,,,"","",18063
"Detective's Phoenix",3,"Enchantment Creature - Phoenix",R,"mh3","116",rare,r,Owned,,true,,,"","",126249
"Valakut, the Molten Pinnacle",0,"Land",R,"zen","228",rare,l,Owned,,true,,,"","",34604
"Temporal Fissure",5,"Sorcery",U,"scg","53",common,u,Owned,,true,,,"","",18860
"Freed from the Real",3,"Enchantment - Aura",U,"sok","38",common,u,Owned,,true,,,"","",22156
"Mystical Tutor",1,"Instant",U,"mir","80",uncommon,u,Owned,,true,,,"","",7163
"Search for Azcanta",2,"Legendary Enchantment",U,"xln","74",rare,u,Owned,,true,,,"","",65160
"Orim's Chant",1,"Instant",W,"pls","11",rare,w,Owned,,true,,,"","",15195
"Hushbringer",2,"Creature - Faerie",W,"eld","18",rare,w,Owned,,true,,,"","",78128
"Hero of Bladehold",4,"Creature - Human Knight",W,"mbs","8",mythic,w,Owned,,true,,,"","",39539
"Serra Paragon",4,"Creature - Angel",W,"dmu","32",mythic,w,Owned,,true,,,"","",102540
"Touch the Spirit Realm",3,"Enchantment",W,"neo","40",uncommon,w,Owned,,true,,,"","",96994
